,WWW_keyword,WWW_score,ML_keyword,ML_score,DM_keyword,DM_score,IR_keyword,IR_score,DB_keyword,DB_score,HI_keyword,HI_score,NLP_keyword,NLP_score,CV_keyword,CV_score,COM_keyword,COM_score
0,owl,0.29669207471293957,neural,0.2797897079775167,frequent,0.31676339458288233,workshop,0.1576041041377927,xml,0.3479128474876718,hci,0.2544866951725883,phrase,0.2236093722762694,shape,0.28387959578497685,atm,0.3313059400898563
1,ontologies,0.2513702568892711,eeg,0.10362422215734929,kdd,0.21929773471122624,judgments,0.1472862654847236,concurrency,0.23966282762900423,tangible,0.22129277841094638,distributional,0.217772484998091,stereo,0.25780040208782734,multicast,0.2951634738982356
2,xml,0.22851841535388284,proving,0.0963320720750846,microarray,0.13343733497880875,latent,0.12608328331023416,dbms,0.17499479812362784,displays,0.16663094726956218,lexicon,0.19048205786497024,motion,0.23063711855128535,routing,0.26455899326022153
3,sparql,0.16953832840739405,spike,0.0963320720750846,rules,0.13039732226342826,xml,0.11958975225557068,transaction,0.15312044835817434,work,0.16596958380820978,parsing,0.18307261849153683,pose,0.2256545498461411,qos,0.2529972633413448
4,rdf,0.15996289074771802,theories,0.09420383832486298,cup,0.12183207483957013,recommendations,0.11820307810334452,integrity,0.14379769657740255,touch,0.1549049448876625,parser,0.17391840065932065,vision,0.17750191619161884,tcp,0.2529972633413448
5,semantic,0.15599774553961912,induction,0.0914227754907178,itemset,0.11675766810645766,distillation,0.11782901238777888,xquery,0.13124609859272088,usability,0.1549049448876625,smt,0.15728012805417682,camera,0.17469513586767807,wireless,0.23121122100052974
6,provenance,0.14834603735646978,reasoning,0.0865722143133886,clustering,0.11363684926659444,inex,0.11782901238777888,main,0.12782017473546894,children,0.14384030596711514,translation,0.15221805256766693,illumination,0.16904944399201793,packet,0.19380283579069818
7,ontology,0.13455775865786554,logics,0.08478345449237669,nonnegative,0.10007800123410657,trec,0.11782901238777888,algebra,0.12030892370999413,pen,0.13277566704656785,german,0.145181656665394,deformable,0.1677944088599511,congestion,0.19275981968864367
8,hypermedia,0.0928759840024631,covariance,0.08478345449237669,categorical,0.09892210654466974,relevance,0.10444722706613246,materialized,0.11184265289353532,cscw,0.10603787553517595,transliteration,0.145181656665394,scene,0.15637073569261659,bandwidth,0.18143244201682382
9,matchmaking,0.0928759840024631,spiking,0.08478345449237669,itemsets,0.0974656598716561,recommender,0.097846160936376,disk,0.10937174882726738,creative,0.09958175028492589,syntactic,0.14288594613973604,texture,0.1504363665640941,802,0.1626410978622931
10,ourspaces,0.0928759840024631,gradient,0.08257034749292966,climate,0.0974656598716561,email,0.08837175929083416,joins,0.1038538919725685,para,0.09958175028492589,corpora,0.13913242097100256,recognition,0.14791702257839764,hop,0.14456986476648276
11,p2p,0.0928759840024631,pomdps,0.08257034749292966,outlier,0.08992918776788157,passage,0.08837175929083416,xpath,0.09843457394454065,collaboration,0.09471799689900524,lexical,0.13593305358854277,appearance,0.14465035246547508,protocol,0.1422838283080183
12,news,0.09110036967294258,vision,0.08257034749292966,classifier,0.08473840188455879,verbose,0.08837175929083416,sql,0.09830656847553487,tactile,0.09088960760157938,grammars,0.13308318527661117,reconstruction,0.13340774504437095,hoc,0.14006064349070552
13,services,0.08852484122227995,gaussian,0.07731031404641908,massive,0.08473840188455879,music,0.08697436527677868,frequent,0.0958651310516017,groupware,0.09088960760157938,dialogue,0.1294903886891358,rigid,0.13307832426823707,wdm,0.13854612040121264
14,wiki,0.08476916420369703,recognition,0.0755539324916846,discretization,0.08339833436175546,question,0.08697436527677868,duplicates,0.0958651310516017,keyboard,0.08851711136437856,grammar,0.12502520287226904,contours,0.11833461079441257,opportunistic,0.11445114294013219
15,www,0.08476916420369703,reinforcement,0.073646124700856,genes,0.08339833436175546,intent,0.08065809751308411,rdbms,0.0958651310516017,see,0.08851711136437856,english,0.12502520287226904,photometric,0.11833461079441257,ad,0.10474303904498505
16,linked,0.08281851788449325,circuits,0.0688086229107747,interestingness,0.08339833436175546,authority,0.08065809751308411,join,0.09403236984616378,interfaces,0.08479202809762496,bilingual,0.12098471388782833,shading,0.10142966639521077,queue,0.10240365420959197
17,infrastructure,0.07998144537385901,default,0.0688086229107747,clusters,0.07643980960269935,diversification,0.08065809751308411,aggregate,0.08787637013063489,gestures,0.08331547363478109,sentence,0.1205600170554023,registration,0.09982579192438747,scheduling,0.09507445082544798
18,metadata,0.07453666609604392,monotonic,0.0688086229107747,emerging,0.07309924490374209,ir,0.07880205206889634,skyline,0.08749739906181392,experiences,0.0775889512479356,discourse,0.11609483123853555,invariant,0.09720343029541031,mac,0.09035616547905172
19,service,0.06727887932893277,observable,0.0688086229107747,imbalance,0.07309924490374209,named,0.07610256961718134,workflow,0.08749739906181392,located,0.07745247244383124,entailment,0.1159456004395471,articulated,0.09297719419560986,switches,0.08433242111378161
20,alignments,0.06357687315277277,recurrent,0.0688086229107747,motif,0.07309924490374209,topical,0.07610256961718134,triggers,0.07988760920966809,pressure,0.07745247244383124,arabic,0.10766377183672231,affine,0.09257622557790404,protocols,0.08003465342326029
21,dl,0.06357687315277277,sat,0.0688086229107747,motifs,0.07309924490374209,advertising,0.0736431327423618,warehousing,0.07988760920966809,mediated,0.07574133966798281,mt,0.10766377183672231,specular,0.08452472199600897,mesh,0.07834582723453756
22,intent,0.06357687315277277,belief,0.06626598346835923,factorization,0.07170172467154974,news,0.07092184686200671,querying,0.07665876300575819,screen,0.07574133966798281,named,0.10716445960480205,calibration,0.08422801193620193,cellular,0.07529680456587644
23,semantically,0.06357687315277277,artificial,0.06602756007662954,subspace,0.07170172467154974,personalized,0.06523077395758402,oracle,0.07656022417908717,de,0.06942169322183712,word,0.10655263679736687,images,0.08120934572931636,transmission,0.07422236264324611
24,abox,0.06191732266830873,evolutionary,0.06602756007662954,supervised,0.06744689082591118,evolutionary,0.06523077395758402,index,0.07371034904399827,emotional,0.06816720570118454,sense,0.09709503827753055,depth,0.08110845593856482,ieee,0.07422236264324611
25,advertising,0.06191732266830873,theorem,0.06594268682740409,interesting,0.06671866748940437,2003,0.060493573134813086,provenance,0.06562304929636044,driver,0.06816720570118454,treebank,0.09678777111026267,curvature,0.08100419738066604,delay,0.07412584301645096
26,blank,0.06191732266830873,sparse,0.0645356506699806,numeric,0.06671866748940437,2007,0.060493573134813086,warehouse,0.06562304929636044,drawing,0.06816720570118454,japanese,0.08930371633733503,uncalibrated,0.07607224979640807,admission,0.07228493238324138
27,catching,0.06191732266830873,supervised,0.0634880385352207,evolutionary,0.06295043143751711,geographical,0.060493573134813086,itemset,0.06562304929636044,everyday,0.06638783352328392,pos,0.08468929972147983,scenes,0.0748693439432906,multihop,0.07228493238324138
28,directories,0.06191732266830873,revision,0.061927760619697236,algorithm,0.061390022017585505,trend,0.060493573134813086,db2,0.06562304929636044,handed,0.06638783352328392,dependency,0.08037334470360152,surfaces,0.0748693439432906,broadband,0.07009889805195467
29,earthquake,0.06191732266830873,satisfaction,0.061927760619697236,cancer,0.06091603741978507,algebra,0.060493573134813086,locking,0.06562304929636044,lab,0.06638783352328392,textual,0.07767603062202444,correspondence,0.07184601369660763,relay,0.06626118801797126
30,hosting,0.06191732266830873,variational,0.061927760619697236,intrusion,0.06091603741978507,km,0.060493573134813086,olap,0.06391008736773447,menus,0.06638783352328392,unsupervised,0.07590815888673477,color,0.07174978794565348,switched,0.06626118801797126
31,irs,0.06191732266830873,optimal,0.060948516993811874,latent,0.0586650474585407,meet,0.060493573134813086,accesses,0.06391008736773447,tabletop,0.06638783352328392,morphological,0.072590828332697,estimation,0.06960801062512831,lifetime,0.06023744365270115
32,java,0.06191732266830873,qualitative,0.060948516993811874,streams,0.05573969734437019,monolingual,0.060493573134813086,commit,0.06391008736773447,typing,0.06638783352328392,anaphora,0.072590828332697,monocular,0.06943216918342804,vehicular,0.06023744365270115
33,marketplace,0.06191732266830873,representations,0.05890309641631931,matrix,0.05395751266072895,phrase,0.060493573134813086,reorganization,0.06391008736773447,gesture,0.06533806420878788,chunking,0.072590828332697,surface,0.06863023194801637,ip,0.060025990067445224
34,metamodeling,0.06191732266830873,robot,0.05890309641631931,multivariate,0.05395751266072895,rank,0.05979487612778534,serializability,0.06391008736773447,o,0.06215868546497219,parse,0.072590828332697,face,0.0667076768490813,radio,0.060025990067445224
35,microblogging,0.06191732266830873,ai,0.0565223029949178,protein,0.05395751266072895,locality,0.05891450619388944,termination,0.06391008736773447,hand,0.06125443519573864,shallow,0.072590828332697,optical,0.06551067595037927,channel,0.05962296068714534
36,nsparql,0.06191732266830873,approximations,0.0565223029949178,svms,0.05395751266072895,13,0.05891450619388944,keyword,0.05896827923519861,gaze,0.060855514063010256,transducers,0.072590828332697,aerial,0.06364615508480903,overlay,0.054213699287431034
37,client,0.05712960383847071,infinite,0.0565223029949178,anomaly,0.05214670885203618,assessor,0.05891450619388944,server,0.05896827923519861,perceived,0.06059307173438625,chinese,0.07144297306986802,correspondences,0.06364615508480903,bursty,0.054213699287431034
38,querying,0.05712960383847071,nets,0.0565223029949178,approximation,0.05214670885203618,benutzerschnittstelle,0.05891450619388944,declarative,0.05592132644676766,awareness,0.05623881065878436,disambiguation,0.07144297306986802,body,0.06339354149700673,differentiated,0.054213699287431034
39,communities,0.04969111073069595,neuron,0.0565223029949178,agglomerative,0.050039000617053284,books,0.05891450619388944,rewriting,0.05592132644676766,attitudes,0.055323194602736596,noun,0.07144297306986802,2d,0.05927156395510505,queueing,0.054213699287431034
40,cache,0.04643799200123155,neurons,0.0565223029949178,economic,0.050039000617053284,cope,0.05891450619388944,buffer,0.05592132644676766,ecology,0.055323194602736596,sentiment,0.06796652679427138,dense,0.05927156395510505,router,0.054213699287431034
41,conjunctive,0.04643799200123155,variance,0.0565223029949178,episodes,0.050039000617053284,der,0.05891450619388944,stores,0.05468587441363369,examining,0.055323194602736596,sentences,0.06625462882259835,cluttered,0.059167305397206285,wavelength,0.05360503968678886
42,navigational,0.04643799200123155,attention,0.05586947391099421,outcome,0.050039000617053284,ein,0.05891450619388944,sliding,0.05468587441363369,practices,0.055323194602736596,syntax,0.06625462882259835,cuts,0.059167305397206285,optical,0.05113325079819407
43,crawling,0.045703683070776574,brain,0.05586947391099421,discover,0.050039000617053284,eine,0.05891450619388944,files,0.05468587441363369,um,0.055323194602736596,monolingual,0.06625462882259835,hough,0.059167305397206285,fair,0.04948157509549741
44,federated,0.045703683070776574,nonlinear,0.05586947391099421,drug,0.050039000617053284,facets,0.05891450619388944,flash,0.05468587441363369,auditory,0.053018937767587974,language,0.06615138915268853,occlusions,0.059167305397206285,switch,0.04948157509549741
45,interoperability,0.045703683070776574,plan,0.05586947391099421,outliers,0.050039000617053284,gather,0.05891450619388944,b,0.053071451311678744,mouse,0.053018937767587974,spoken,0.06473002551835369,omnidirectional,0.059167305397206285,cdma,0.04818995492216092
46,named,0.045703683070776574,approximation,0.055221652890299344,rough,0.050039000617053284,innovators,0.05891450619388944,replicated,0.053071451311678744,older,0.053018937767587974,adjoining,0.060492356943914166,photographs,0.059167305397206285,lan,0.04818995492216092
47,repositories,0.045703683070776574,boosting,0.055221652890299344,survival,0.050039000617053284,interests,0.05891450619388944,streams,0.051169411919531116,workplace,0.053018937767587974,ccg,0.060492356943914166,saliency,0.05786014098619003,reservation,0.04818995492216092
48,technologies,0.045703683070776574,planning,0.05509140910852002,arbitrarily,0.04873282993582805,personalised,0.05891450619388944,schema,0.05012303734991882,facebook,0.053018937767587974,morphologically,0.060492356943914166,3d,0.05618413918524653,mobility,0.04517808273952586
49,areas,0.04238458210184851,arc,0.05504689832861977,discovered,0.04873282993582805,poster,0.05891450619388944,r,0.04793256552580085,roles,0.053018937767587974,paraphrase,0.060492356943914166,cameras,0.05494106929740583,end,0.044463696346255716
50,captchas,0.04238458210184851,backpropagation,0.05504689832861977,enumerating,0.04873282993582805,recapture,0.05891450619388944,bibliography,0.04793256552580085,chi,0.04979087514246294,paraphrasing,0.060492356943914166,tracking,0.05482484549528088,11,0.04216621055689081
51,casual,0.04238458210184851,chaining,0.05504689832861977,hla,0.04873282993582805,sigir,0.05891450619388944,catalog,0.04793256552580085,phones,0.04979087514246294,preposition,0.060492356943914166,discriminative,0.054267557306184794,buffer,0.04216621055689081
52,citizen,0.04238458210184851,cognition,0.05504689832861977,immune,0.04873282993582805,subtopics,0.05891450619388944,materialization,0.04793256552580085,pointing,0.04979087514246294,prosodic,0.060492356943914166,localization,0.054267557306184794,dqdb,0.04216621055689081
53,freshness,0.04238458210184851,difference,0.05504689832861977,marketing,0.04873282993582805,tzung,0.05891450619388944,microsoft,0.04793256552580085,reality,0.04900354815659091,corpus,0.06028000852770115,projector,0.05207412688757103,ipv6,0.04216621055689081
54,heritage,0.04238458210184851,existential,0.05504689832861977,miner,0.04873282993582805,uima,0.05891450619388944,multiprocessor,0.04793256552580085,room,0.04544480380078969,semantic,0.059017415812692715,object,0.050746964425383956,isdn,0.04216621055689081
55,html,0.04238458210184851,formalism,0.05504689832861977,publication,0.04873282993582805,zur,0.05891450619388944,multiversion,0.04793256552580085,skills,0.04544480380078969,argument,0.05797280021977355,priors,0.050714833197605384,lans,0.04216621055689081
56,ii,0.04238458210184851,invariant,0.05504689832861977,reject,0.04873282993582805,document,0.05526734293232756,reconciliation,0.04793256552580085,working,0.04544480380078969,constituent,0.05797280021977355,shapes,0.050714833197605384,lightwave,0.04216621055689081
57,inferencing,0.04238458210184851,multiagent,0.05504689832861977,reviewers,0.04873282993582805,recommendation,0.05526734293232756,resident,0.04793256552580085,home,0.04439906104640871,supervised,0.0558148227108344,epipolar,0.050714833197605384,fairness,0.04123464591291451
58,loosely,0.04238458210184851,neuronal,0.05504689832861977,seer,0.04873282993582805,expert,0.055161436448227436,scan,0.04793256552580085,studying,0.04425855568218928,speech,0.05535201911551526,geodesic,0.050714833197605384,power,0.04028578424807118
59,mash,0.04238458210184851,kernel,0.05351736884827659,transactional,0.04873282993582805,expansion,0.05435897829798667,snapshot,0.04793256552580085,within,0.04425855568218928,recognition,0.05258441815973949,rendering,0.050714833197605384,burst,0.037111181321623055
60,mosaic,0.04238458210184851,games,0.05154020936427939,trends,0.04873282993582805,rating,0.05435897829798667,tuple,0.04793256552580085,da,0.04425855568218928,texts,0.051784020414682955,segmentation,0.049840768632073526,multipath,0.037111181321623055
61,reasoners,0.04238458210184851,regularization,0.05154020936427939,unusual,0.04873282993582805,help,0.05435897829798667,dependencies,0.047174623388158886,distraction,0.04425855568218928,scope,0.04969097161694876,facial,0.04748411264291169,topologies,0.037111181321623055
62,repository,0.04238458210184851,binary,0.05079043082817656,discriminative,0.04562837024553165,term,0.048923080468188,scheduling,0.04701618492308189,drivers,0.04425855568218928,acquisition,0.049117043985534264,manifold,0.046793339964556625,optimal,0.03668254948566097
63,rss,0.04238458210184851,inductive,0.05079043082817656,neural,0.04562837024553165,entities,0.04728123124133781,top,0.04568697492815278,engagement,0.04425855568218928,induction,0.049117043985534264,light,0.046793339964556625,priority,0.03614246619162069
64,seed,0.04238458210184851,approximate,0.05079043082817656,induction,0.044964593883940786,textual,0.04728123124133781,management,0.045393491108588126,hearing,0.04425855568218928,reordering,0.048393885555131334,curves,0.04648859709780493,bgp,0.03614246619162069
65,sponsored,0.04238458210184851,convex,0.05079043082817656,linkage,0.044964593883940786,boosting,0.04728123124133781,relational,0.044537010144275135,intera,0.04425855568218928,ellipsis,0.048393885555131334,imaging,0.04648859709780493,csma,0.03614246619162069
66,tailorable,0.04238458210184851,stochastic,0.05079043082817656,summarizing,0.044964593883940786,nearest,0.04728123124133781,storage,0.04422620942639896,interpersonal,0.04425855568218928,hindi,0.048393885555131334,occlusion,0.04648859709780493,failures,0.03614246619162069
67,templates,0.04238458210184851,linear,0.04879524806754631,tensor,0.044964593883940786,answering,0.04716971544922111,approximate,0.04422620942639896,participation,0.04425855568218928,hpsg,0.048393885555131334,pixel,0.04648859709780493,sdn,0.03614246619162069
68,youtube,0.04238458210184851,unsupervised,0.04825090928676773,gene,0.044964593883940786,microblog,0.04418587964541708,workloads,0.04374869953090696,personas,0.04425855568218928,idiom,0.048393885555131334,planar,0.04648859709780493,wimax,0.03614246619162069
69,caching,0.041409258942246625,agents,0.04785876583825944,rating,0.044964593883940786,experts,0.04418587964541708,caching,0.04274198629371081,qwerty,0.04425855568218928,lexicalized,0.048393885555131334,variational,0.04648859709780493,networking,0.03557095707700458
70,schema,0.039990722686929506,generalization,0.04785876583825944,dimensional,0.04459175787549615,olap,0.04418587964541708,deductive,0.04127779546463903,storytelling,0.04425855568218928,pronoun,0.048393885555131334,faces,0.04628811278895202,throughput,0.03557095707700458
71,peer,0.03540993648891198,iteration,0.04710191916243149,binary,0.04046813449554671,uncovering,0.04418587964541708,indexes,0.04127779546463903,stylus,0.04425855568218928,readability,0.048393885555131334,histogram,0.04628811278895202,tolerant,0.03384005876837979
72,dialogue,0.03427776230308243,nonmonotonic,0.04710191916243149,unsupervised,0.04046813449554671,federated,0.04348718263838934,record,0.04127779546463903,sustainability,0.04425855568218928,selectional,0.048393885555131334,viewpoint,0.04628811278895202,communications,0.03384005876837979
73,end,0.03427776230308243,observations,0.04710191916243149,ensemble,0.04046813449554671,harvesting,0.04348718263838934,stream,0.04127779546463903,thinking,0.04425855568218928,wsd,0.048393885555131334,symmetry,0.04226236099800448,pricing,0.03298771673033161
74,flickr,0.03427776230308243,swarm,0.04710191916243149,bias,0.03911003163902713,indexes,0.04348718263838934,aggregates,0.04127779546463903,touchscreens,0.04425855568218928,question,0.04465185816866751,focal,0.04226236099800448,forwarding,0.03298771673033161
